Traj_ID,Trial,Step_Num,Time_sec,Action,Max_Q
6,1,14,16.45,CRAWL,-0.05
6,1,15,22.02,LEFT WALK,-0.48
6,1,16,23.42,FORWARD,-0.23
6,1,17,24.39,CRAWL,-0.65
6,1,18,29.98,RIGHT WALK,-0.19
6,1,19,31.41,RIGHT TURN,-0.5
6,1,20,32.87,FORWARD,-0.81
6,1,21,33.85,CRAWL,-1.12
6,1,22,39.43,FORWARD,-0.88
6,1,23,40.4,LEFT TURN,-0.59
6,1,24,41.86,RIGHT TURN,-0.08
6,1,25,43.29,RIGHT WALK,-0.05
6,1,26,44.71,RIGHT WALK,-0.05
6,1,27,46.09,FORWARD,-0.66
6,1,28,47.06,FORWARD,-0.41
6,1,29,48.06,RIGHT TURN,-0.9
6,2,1,0.01,LEFT TURN,-0.59
6,2,2,1.46,LEFT TURN,-0.7
6,2,3,2.92,FORWARD,-0.94
6,2,4,3.89,FORWARD,-0.87
6,2,5,4.86,FORWARD,-1.03
6,2,6,5.86,CRAWL,-1.06
6,2,7,11.39,FORWARD,-0.72
6,2,8,12.38,LEFT TURN,-0.15
6,2,9,13.83,FORWARD,-0.55
6,2,10,14.77,LEFT WALK,-0.42
6,2,11,16.17,LEFT TURN,-0.35
6,2,12,17.63,CRAWL,-0.35
6,2,13,23.23,FORWARD,-0.05
6,2,14,24.25,FORWARD,-0.57
6,2,15,25.22,FORWARD,-0.54
6,2,16,26.22,RIGHT TURN,-0.34
6,2,17,27.65,CRAWL,-0.37
6,2,18,33.24,FORWARD,-0.05
6,2,19,34.26,RIGHT WALK,-0.05
6,2,20,35.67,CRAWL,-0.16
6,2,21,41.23,LEFT TURN,-0.25
6,2,22,42.69,FORWARD,-0.31
6,2,23,43.71,LEFT TURN,-0.4
6,2,24,45.18,LEFT TURN,-0.07
6,2,25,46.62,RIGHT WALK,-0.14
6,2,26,47.98,RIGHT TURN,-0.05
6,2,27,49.45,LEFT TURN,-0.12
6,2,28,50.89,LEFT WALK,-0.36
6,2,29,52.28,FORWARD,-0.18
6,2,30,53.25,LEFT WALK,-0.21
6,2,31,54.69,RIGHT WALK,-0.24
6,2,32,56.12,CRAWL,-0.14
6,2,33,61.68,LEFT TURN,-0.45
6,2,34,63.15,RIGHT TURN,-0.49
6,2,35,64.61,RIGHT TURN,-1.11
6,2,36,66.07,FORWARD,-0.75
6,3,1,0.01,FORWARD,-0.72
6,3,2,0.99,RIGHT WALK,-0.69
6,3,3,2.43,FORWARD,-0.67
6,3,4,3.43,FORWARD,-0.05
6,3,5,4.45,RIGHT WALK,-0.05
6,3,6,5.85,LEFT TURN,-0.26
6,3,7,7.3,FORWARD,-0.6
6,3,8,8.29,LEFT TURN,-0.44
6,3,9,9.7,FORWARD,-0.71
6,3,10,10.71,FORWARD,-0.38
6,3,11,11.7,FORWARD,-0.05
6,3,12,12.66,FORWARD,-0.08
6,3,13,13.65,RIGHT WALK,-0.05
6,3,14,15.12,LEFT TURN,-0.38
6,3,15,16.6,RIGHT WALK,-0.48
6,3,16,18.02,RIGHT TURN,-0.54
6,3,17,19.46,CRAWL,-0.71
6,3,18,25.06,LEFT TURN,-1.2
6,3,19,26.51,FORWARD,-1.21
6,3,20,27.48,FORWARD,-0.87
6,3,21,28.47,CRAWL,-1.09
6,3,22,34.06,LEFT TURN,-0.81
6,3,23,35.52,RIGHT WALK,-0.86
6,3,24,36.94,CRAWL,-0.37
6,3,25,42.52,RIGHT TURN,-0.05
6,3,26,43.94,LEFT TURN,-0.05
6,3,27,45.38,CRAWL,-0.05
6,3,28,50.98,RIGHT WALK,-0.05
6,3,29,52.39,FORWARD,-0.29
6,3,30,53.38,FORWARD,-0.1
6,3,31,54.39,LEFT TURN,-0.37
6,3,32,55.82,FORWARD,-0.79
6,3,33,56.79,RIGHT WALK,-0.84
7,1,1,0.01,LEFT TURN,-1.61
7,1,2,1.48,RIGHT TURN,-1.64
7,1,3,2.89,CRAWL,-0.79
7,1,4,8.47,LEFT TURN,-0.42
7,1,5,9.96,FORWARD,-0.18
7,1,6,10.92,RIGHT TURN,-0.41
7,1,7,12.38,FORWARD,-0.13
7,1,8,13.39,RIGHT TURN,-0.42
7,1,9,14.86,CRAWL,-0.69
7,1,10,20.46,CRAWL,-0.58
7,1,11,26.04,FORWARD,-0.53
7,1,12,27.0,CRAWL,-0.05
7,1,13,32.62,LEFT WALK,-0.19
7,1,14,34.02,FORWARD,-0.56
7,1,15,34.99,RIGHT WALK,-0.55
7,1,16,36.42,FORWARD,-0.51
7,1,17,37.39,CRAWL,-1.29
7,1,18,42.95,RIGHT TURN,-0.62
7,1,19,44.37,FORWARD,-0.53
7,1,20,45.32,LEFT WALK,-0.34
7,1,21,46.78,FORWARD,-0.72
7,1,22,47.77,FORWARD,-0.21
7,1,23,48.75,LEFT TURN,-0.05
7,1,24,50.18,RIGHT TURN,-0.05
7,1,25,51.63,FORWARD,-0.51
7,1,26,52.62,RIGHT WALK,-0.07
7,1,27,54.02,RIGHT TURN,-0.05
7,1,28,55.47,LEFT TURN,-0.24
7,1,29,56.88,RIGHT TURN,-0.05
7,1,30,58.34,RIGHT TURN,-0.05
7,1,31,59.78,FORWARD,-0.26
7,1,32,60.78,LEFT TURN,-0.44
7,1,33,62.24,LEFT TURN,-0.74
7,1,34,63.66,LEFT WALK,-0.94
7,1,35,65.06,RIGHT TURN,-0.5
7,2,1,0.01,LEFT WALK,-0.54
7,2,2,1.44,LEFT TURN,-0.14
7,2,3,2.87,LEFT TURN,-0.05
7,2,4,4.33,RIGHT WALK,-0.13
7,2,5,5.75,FORWARD,-0.54
7,2,6,6.73,RIGHT TURN,-0.05
7,2,7,8.2,RIGHT WALK,-0.67
7,2,8,9.6,CRAWL,-1.18
7,2,9,15.16,RIGHT TURN,-1.18
7,2,10,16.61,LEFT TURN,-0.9
7,2,11,18.05,CRAWL,-0.71
7,2,12,23.65,LEFT TURN,-0.76
7,2,13,25.12,FORWARD,-0.81
7,2,14,26.09,LEFT TURN,-0.37
7,2,15,27.54,FORWARD,-0.16
7,2,16,28.52,RIGHT TURN,-0.05
7,2,17,29.98,CRAWL,-0.05
7,2,18,35.55,CRAWL,-0.13
7,2,19,41.12,RIGHT TURN,-0.27
7,2,20,42.6,LEFT TURN,-0.37
7,2,21,44.01,CRAWL,-0.05
7,2,22,49.57,FORWARD,-0.05
7,2,23,50.55,FORWARD,-0.31
7,2,24,51.52,LEFT TURN,-0.05
7,2,25,52.97,FORWARD,-0.4
7,2,26,53.96,LEFT TURN,-0.15
7,2,27,55.4,LEFT TURN,-0.05
7,2,28,56.88,LEFT TURN,-0.39
7,2,29,58.35,RIGHT WALK,-0.54
7,2,30,59.79,RIGHT TURN,-0.25
7,2,31,61.25,CRAWL,-0.11
7,2,32,66.84,LEFT WALK,-0.2
7,2,33,68.25,FORWARD,-0.22
7,2,34,69.24,LEFT WALK,-0.05
7,2,35,70.68,CRAWL,-0.05
7,2,36,76.24,RIGHT TURN,-0.05
7,2,37,77.73,CRAWL,-0.16
7,2,38,83.33,LEFT TURN,-0.09
7,3,1,0.01,FORWARD,-0.65
7,3,2,1.02,RIGHT TURN,-0.22
7,3,3,2.46,RIGHT TURN,-0.37
7,3,4,3.93,RIGHT WALK,-0.27
7,3,5,5.34,FORWARD,-0.19
7,3,6,6.28,FORWARD,-0.58
7,3,7,7.25,RIGHT WALK,-0.43
7,3,8,8.69,LEFT WALK,-0.74
7,3,9,10.11,RIGHT WALK,-1.07
7,3,10,11.49,CRAWL,-0.73
7,3,11,17.08,FORWARD,-0.38
7,3,12,18.06,LEFT TURN,-0.63
7,3,13,19.46,CRAWL,-0.61
7,3,14,25.08,RIGHT WALK,-0.45
7,3,15,26.48,RIGHT TURN,-0.55
7,3,16,27.91,FORWARD,-0.28
7,3,17,28.89,FORWARD,-0.05
7,3,18,29.91,CRAWL,-0.05
7,3,19,35.48,RIGHT TURN,-0.05
7,3,20,36.92,LEFT WALK,-0.38
7,3,21,38.31,FORWARD,-0.7
7,3,22,39.27,FORWARD,-0.92
7,3,23,40.26,FORWARD,-0.62
7,3,24,41.24,RIGHT WALK,-0.95
7,3,25,42.65,RIGHT WALK,-0.66
7,3,26,44.09,RIGHT TURN,-0.41
8,1,1,0.01,FORWARD,-1.32
8,1,2,0.97,CRAWL,-1.54
8,1,3,6.56,CRAWL,-2.12
8,1,4,12.17,FORWARD,-1.82
8,1,5,13.13,RIGHT TURN,-2.03
8,1,6,14.59,RIGHT WALK,-1.24
8,1,7,16.01,LEFT TURN,-1.48
8,1,8,17.47,FORWARD,-1.3
8,1,9,18.42,FORWARD,-0.61
8,1,10,19.39,FORWARD,-0.25
8,1,11,20.36,FORWARD,-0.53
8,1,12,21.35,FORWARD,-0.4
8,1,13,22.34,LEFT TURN,-0.31
8,1,14,23.79,FORWARD,-0.27
8,1,15,24.73,FORWARD,-0.17
8,1,16,25.73,LEFT TURN,-0.09
8,1,17,27.21,LEFT WALK,-0.05
8,1,18,28.62,RIGHT WALK,-0.45
8,1,19,30.05,LEFT WALK,-0.34
8,1,20,31.46,RIGHT WALK,-0.05
8,1,21,32.9,RIGHT WALK,-0.3
8,1,22,34.34,RIGHT TURN,-0.84
8,1,23,35.82,RIGHT TURN,-0.22
8,1,24,37.28,RIGHT TURN,-0.36
8,1,25,38.72,LEFT TURN,-0.05
8,2,1,0.01,LEFT TURN,-0.97
8,2,2,1.48,LEFT WALK,-0.72
8,2,3,2.9,CRAWL,-0.6
8,2,4,8.49,CRAWL,-0.7
8,2,5,14.0,FORWARD,-1.14
8,2,6,14.95,RIGHT WALK,-0.85
8,2,7,16.38,FORWARD,-0.64
8,2,8,17.4,RIGHT TURN,-0.3
8,2,9,18.83,RIGHT TURN,-0.51
8,2,10,20.33,RIGHT WALK,-0.05
8,2,11,21.78,LEFT WALK,-0.05
8,2,12,23.2,FORWARD,-0.05
8,2,13,24.19,FORWARD,-0.05
8,2,14,25.16,LEFT WALK,-0.05
8,2,15,26.58,RIGHT WALK,-0.2
8,2,16,28.0,LEFT TURN,-0.76
8,2,17,29.41,LEFT TURN,-1.07
8,2,18,30.86,FORWARD,-1.19
8,2,19,31.83,FORWARD,-1.84
8,2,20,32.8,RIGHT TURN,-0.88
8,2,21,34.22,FORWARD,-1.05
8,2,22,35.2,LEFT WALK,-0.69
8,2,23,36.59,FORWARD,-0.39
8,2,24,37.57,FORWARD,-0.7
8,2,25,38.54,CRAWL,-0.62
8,2,26,44.1,FORWARD,-0.46
8,2,27,45.09,FORWARD,-0.36
8,2,28,46.08,LEFT WALK,-0.05
8,2,29,47.54,LEFT WALK,-0.13
8,2,30,48.94,FORWARD,-0.05
8,2,31,49.95,RIGHT WALK,-0.3
8,2,32,51.37,LEFT WALK,-0.95
8,2,33,52.76,LEFT TURN,-0.75
8,2,34,54.22,LEFT WALK,-0.31
8,2,35,55.62,RIGHT TURN,-0.09
8,2,36,57.06,CRAWL,-0.05
8,2,37,62.65,CRAWL,-0.05
